nodo;seccion;subseccion;fila;frase;conceptosCorpus;intencion;ambito;hablante;acto;modos;ranuras;polaridad;glosasDeLaFila;salidas;interrogativas;fueraDeRanura;pendientes;mecanismos;diagnostico;preguntaBanco;zonaMostradaHoy;preguntaMostradaHoy;usoEnLaApp
n-s7-robo_y_objetos-07;7;Robo y objetos;7;¿Me avisan si encuentran mi celular?;CELULAR · BUSCAR · TERMINAR · YO · AVISAR;SIN_INTENCION;denuncia_robo;deaf;question;A|B;polarity|object;SÍ|NO;CELULAR|BUSCAR|TERMINAR|YO|AVISAR;NO_SABER;;BUSCAR|TERMINAR|YO|AVISAR;;;opcion_fuera_de_ranura;;;;ninguno: el cliente solo empareja nodos en modo C
n-s7-robo_y_objetos-08;7;Robo y objetos;8;¿La investigación continúa?;INVESTIGACIÓN · CONTINUAR;SIN_INTENCION;denuncia_robo;deaf;question;A|B;polarity;SÍ|NO;INVESTIGACIÓN|CONTINUAR;NO_SABER;;;;;;;;;ninguno: el cliente solo empareja nodos en modo C
n-s7-violencia_amenaza-01;7;Violencia, amenazas y asistencia;1;¿Puedo pedir ayuda ahora?;AYUDAR · AHORA · PEDIR · PUEDO;SIN_INTENCION;violencia;deaf;question;A|B;polarity;SÍ|NO;AYUDAR|AHORA|PEDIR|PUEDO;NO_SABER;;;;;;;;;ninguno: el cliente solo empareja nodos en modo C
n-s7-violencia_amenaza-02;7;Violencia, amenazas y asistencia;2;¿Pueden ayudarme a estar protegido?;YO · PROTEGER · AYUDAR · PUEDO;SIN_INTENCION;violencia;deaf;question;A|B;polarity;SÍ|NO;YO|PROTEGER|AYUDAR|PUEDO;NO_SABER;;;;;;;;;ninguno: el cliente solo empareja nodos en modo C
n-s7-violencia_amenaza-03;7;Violencia, amenazas y asistencia;3;¿Necesito ir al hospital?;HOSPITAL · IR · NECESITAR;SIN_INTENCION;violencia;deaf;question;A|B;polarity;SÍ|NO;HOSPITAL|IR|NECESITAR;NO_SABER;;;;;;;;;ninguno: el cliente solo empareja nodos en modo C
n-s7-violencia_amenaza-04;7;Violencia, amenazas y asistencia;4;¿Necesito certificado del doctor?;DOCTOR · CERTIFICADO · NECESITAR;SIN_INTENCION;violencia;deaf;question;A|B;polarity|evidence;SÍ|NO;DOCTOR|CERTIFICADO|NECESITAR;NO_SABER;;DOCTOR|NECESITAR;;;opcion_fuera_de_ranura;;;;ninguno: el cliente solo empareja nodos en modo C
n-s7-violencia_amenaza-05;7;Violencia, amenazas y asistencia;5;¿Dónde entrego el certificado?;CERTIFICADO · ¿DÓNDE? · DAR;SIN_INTENCION;violencia;deaf;question;A|B;place|evidence;;CERTIFICADO|DÓNDE|DAR;NO_SABER;DÓNDE;DÓNDE|DAR;;;opcion_fuera_de_ranura;;;;ninguno: el cliente solo empareja nodos en modo C
n-s7-violencia_amenaza-06;7;Violencia, amenazas y asistencia;6;¿Qué hago si vuelve a amenazarme?;ÉL · VOLVER · AMENAZAR /cond/ · YO · ¿QUÉ? · HACER;SIN_INTENCION;violencia;deaf;question;A|B;free_text;;ÉL|VOLVER|AMENAZAR|YO|QUÉ|HACER;NO_SABER;QUÉ;;;;;;;;ninguno: el cliente solo empareja nodos en modo C
n-s7-violencia_amenaza-07;7;Violencia, amenazas y asistencia;7;¿Puedo mostrar los mensajes del celular?;CELULAR · ESCRIBIR · MOSTRAR · PUEDO;SIN_INTENCION;violencia;deaf;question;A|B;polarity|object;SÍ|NO;CELULAR|ESCRIBIR|MOSTRAR|PUEDO;NO_SABER;;ESCRIBIR|MOSTRAR;;;opcion_fuera_de_ranura;;;;ninguno: el cliente solo empareja nodos en modo C
n-s7-violencia_amenaza-08;7;Violencia, amenazas y asistencia;8;¿SEPDAVI puede ayudarme?;d(SEPDAVI) · YO · AYUDAR · PUEDO;SIN_INTENCION;violencia;deaf;question;A|B;polarity|institution;SÍ|NO;YO|AYUDAR|PUEDO;NO_SABER;;YO|AYUDAR;;d(SEPDAVI);opcion_fuera_de_ranura;;;;ninguno: el cliente solo empareja nodos en modo C
n-s7-testigos_y_evidenc-01;7;Testigos y evidencia concreta;1;¿Puedo traer al testigo mañana?;TESTIGO · MAÑANA · TRAER · PUEDO;SIN_INTENCION;otro;deaf;question;A|B;polarity|person|evidence;SÍ|NO;TESTIGO|MAÑANA|TRAER|PUEDO;NO_SABER;;MAÑANA|TRAER;;;opcion_fuera_de_ranura;;;;ninguno: el cliente solo empareja nodos en modo C
n-s7-testigos_y_evidenc-02;7;Testigos y evidencia concreta;2;¿El testigo necesita su carnet?;TESTIGO · PAPEL · IDENTIDAD · NECESITAR;SIN_INTENCION;otro;deaf;question;A|B;polarity|person|evidence;SÍ|NO;TESTIGO|PAPEL|IDENTIDAD|NECESITAR;NO_SABER;;NECESITAR;;;opcion_fuera_de_ranura;;;;ninguno: el cliente solo empareja nodos en modo C
n-s7-testigos_y_evidenc-03;7;Testigos y evidencia concreta;3;¿Puedo enviar las fotos?;FOTOS · ENVIAR · PUEDO;SIN_INTENCION;otro;deaf;question;A|B;polarity|evidence;SÍ|NO;FOTOS|ENVIAR|PUEDO;NO_SABER;;ENVIAR;;;opcion_fuera_de_ranura;;;;ninguno: el cliente solo empareja nodos en modo C
n-s7-testigos_y_evidenc-04;7;Testigos y evidencia concreta;4;¿Puedo mostrar el video desde mi celular?;VIDEO · CELULAR · MOSTRAR · PUEDO;SIN_INTENCION;otro;deaf;question;A|B;polarity|object|evidence;SÍ|NO;VIDEO|CELULAR|MOSTRAR|PUEDO;NO_SABER;;MOSTRAR;;;opcion_fuera_de_ranura;;;;ninguno: el cliente solo empareja nodos en modo C
n-s7-testigos_y_evidenc-05;7;Testigos y evidencia concreta;5;¿Necesito fotocopias?;FOTOCOPIA · NECESITAR;SIN_INTENCION;otro;deaf;question;A|B;polarity;SÍ|NO;FOTOCOPIA|NECESITAR;NO_SABER;;;;;;;;;ninguno: el cliente solo empareja nodos en modo C
n-s7-testigos_y_evidenc-06;7;Testigos y evidencia concreta;6;¿Me dan un papel con sello?;PAPEL · SELLO · YO · RECIBIR;SIN_INTENCION;otro;deaf;question;A|B;polarity;SÍ|NO;PAPEL|SELLO|YO|RECIBIR;NO_SABER;;;;;;;;;ninguno: el cliente solo empareja nodos en modo C
n-s7-testigos_y_evidenc-07;7;Testigos y evidencia concreta;7;¿Puedo presentar un certificado después?;PRESENTAR · CERTIFICADO · DESPUÉS · PUEDO;SIN_INTENCION;otro;deaf;question;A|B;polarity|evidence;SÍ|NO;PRESENTAR|CERTIFICADO|DESPUÉS|PUEDO;NO_SABER;;PRESENTAR|DESPUÉS;;;opcion_fuera_de_ranura;;;;ninguno: el cliente solo empareja nodos en modo C
n-s7-testigos_y_evidenc-08;7;Testigos y evidencia concreta;8;¿Qué más tengo que traer?;TRAER · ¿QUÉ? · AÚN · NECESITAR;SIN_INTENCION;otro;deaf;question;A|B;free_text;;TRAER|QUÉ|AÚN|NECESITAR;NO_SABER;QUÉ;;;;;;;;ninguno: el cliente solo empareja nodos en modo C
n-s7-consulta_y_seguimi-01;7;Consulta y seguimiento;1;¿Quién investiga mi denuncia?;¿QUIÉN? · INVESTIGACIÓN · [DENUNCIA];SIN_INTENCION;seguimiento;deaf;question;A|B;person;;QUIÉN|INVESTIGACIÓN;NO_SABER;QUIÉN;QUIÉN|INVESTIGACIÓN;;[DENUNCIA];opcion_fuera_de_ranura;;;;ninguno: el cliente solo empareja nodos en modo C
n-s7-consulta_y_seguimi-02;7;Consulta y seguimiento;2;¿Puedo hablar con el policía encargado?;POLICÍA · HABLAR · PUEDO;SIN_INTENCION;seguimiento;deaf;question;A|B;polarity|institution;SÍ|NO;POLICÍA|HABLAR|PUEDO;NO_SABER;;HABLAR;;;opcion_fuera_de_ranura;;;;ninguno: el cliente solo empareja nodos en modo C
n-s7-consulta_y_seguimi-03;7;Consulta y seguimiento;3;¿Cuándo vuelvo?;YO · ¿CUÁNDO? · VOLVER;SIN_INTENCION;seguimiento;deaf;question;A|B;time;;YO|CUÁNDO|VOLVER;NO_SABER;CUÁNDO;YO|CUÁNDO|VOLVER;;;opcion_fuera_de_ranura;;;;ninguno: el cliente solo empareja nodos en modo C
n-s7-consulta_y_seguimi-04;7;Consulta y seguimiento;4;¿Cuánto tiempo debo esperar?;YO · ESPERAR · HORA/DÍA · ¿CUÁNTOS?;SIN_INTENCION;seguimiento;deaf;question;A|B;time|amount;;YO|ESPERAR|HORA|CUÁNTOS;NO_SABER;CUÁNTOS;YO|ESPERAR|CUÁNTOS;;;opcion_fuera_de_ranura;;;;ninguno: el cliente solo empareja nodos en modo C
n-s7-consulta_y_seguimi-05;7;Consulta y seguimiento;5;¿Me van a avisar?;ELLOS · YO · AVISAR;SIN_INTENCION;seguimiento;deaf;question;A|B;polarity;SÍ|NO;ELLOS|YO|AVISAR;NO_SABER;;;;;;;;;ninguno: el cliente solo empareja nodos en modo C
n-s7-consulta_y_seguimi-06;7;Consulta y seguimiento;6;¿Pueden escribirme al celular?;CELULAR · ESCRIBIR · ENVIAR · PUEDO;SIN_INTENCION;seguimiento;deaf;question;A|B;polarity|object;SÍ|NO;CELULAR|ESCRIBIR|ENVIAR|PUEDO;NO_SABER;;ESCRIBIR|ENVIAR;;;opcion_fuera_de_ranura;;;;ninguno: el cliente solo empareja nodos en modo C
n-s7-consulta_y_seguimi-07;7;Consulta y seguimiento;7;¿La investigación ya terminó?;INVESTIGACIÓN · TERMINAR;SIN_INTENCION;seguimiento;deaf;question;A|B;polarity;SÍ|NO;INVESTIGACIÓN|TERMINAR;NO_SABER;;;;;;;;;ninguno: el cliente solo empareja nodos en modo C
n-s7-consulta_y_seguimi-08;7;Consulta y seguimiento;8;¿Encontraron a la persona?;ÉL/ELLA · BUSCAR · TERMINAR;SIN_INTENCION;seguimiento;deaf;question;A|B;polarity|person;SÍ|NO;ÉL|BUSCAR|TERMINAR;NO_SABER;;BUSCAR|TERMINAR;;;opcion_fuera_de_ranura;;;;ninguno: el cliente solo empareja nodos en modo C
n-s7-consulta_y_seguimi-09;7;Consulta y seguimiento;9;¿Puedo cambiar mi dirección?;MÍO · DIRECCIÓN · CAMBIAR · PUEDO;SIN_INTENCION;seguimiento;deaf;question;A|B;polarity|place;SÍ|NO;MÍO|DIRECCIÓN|CAMBIAR|PUEDO;NO_SABER;;MÍO|CAMBIAR;;;opcion_fuera_de_ranura;;;;ninguno: el cliente solo empareja nodos en modo C
n-s7-consulta_y_seguimi-10;7;Consulta y seguimiento;10;¿Puedo cambiar mi número de celular?;MÍO · CELULAR · NÚM(...) · CAMBIAR · PUEDO;SIN_INTENCION;seguimiento;deaf;question;A|B;polarity|object;SÍ|NO;MÍO|CELULAR|CAMBIAR|PUEDO;NO_SABER;;MÍO|CAMBIAR;;NÚM(...);opcion_fuera_de_ranura;;;;ninguno: el cliente solo empareja nodos en modo C
n-s7-fiscalia_asistenc-01;7;Fiscalía, asistencia y defensa;1;¿Dónde está la Fiscalía?;d(FISCALÍA) · ¿DÓNDE?;SIN_INTENCION;seguimiento;deaf;question;A|B;place|institution;;DÓNDE;NO_SABER;DÓNDE;DÓNDE;;d(FISCALÍA);opcion_fuera_de_ranura;;;;ninguno: el cliente solo empareja nodos en modo C
n-s7-fiscalia_asistenc-02;7;Fiscalía, asistencia y defensa;2;¿Tengo que ir a la Fiscalía?;d(FISCALÍA) · IR · NECESITAR;SIN_INTENCION;seguimiento;deaf;question;A|B;polarity|institution;SÍ|NO;IR|NECESITAR;NO_SABER;;IR|NECESITAR;;d(FISCALÍA);opcion_fuera_de_ranura;;;;ninguno: el cliente solo empareja nodos en modo C
n-s7-fiscalia_asistenc-03;7;Fiscalía, asistencia y defensa;3;¿Puedo hablar con el fiscal?;d(FISCAL) · HABLAR · PUEDO;SIN_INTENCION;seguimiento;deaf;question;A|B;polarity|institution;SÍ|NO;HABLAR|PUEDO;NO_SABER;;HABLAR;;d(FISCAL);opcion_fuera_de_ranura;;;;ninguno: el cliente solo empareja nodos en modo C
n-s7-fiscalia_asistenc-04;7;Fiscalía, asistencia y defensa;4;¿Necesito abogado?;ABOGADO · NECESITAR;SIN_INTENCION;seguimiento;deaf;question;A|B;polarity;SÍ|NO;ABOGADO|NECESITAR;NO_SABER;;;;;;;;;ninguno: el cliente solo empareja nodos en modo C
n-s7-fiscalia_asistenc-05;7;Fiscalía, asistencia y defensa;5;¿Hay abogado gratis?;ABOGADO · GRATIS · TENER;SIN_INTENCION;seguimiento;deaf;question;A|B;polarity;SÍ|NO;ABOGADO|GRATIS|TENER;NO_SABER;;;;;;;;;ninguno: el cliente solo empareja nodos en modo C
n-s7-fiscalia_asistenc-06;7;Fiscalía, asistencia y defensa;6;¿SEPDEP puede darme defensa gratuita?;d(SEPDEP) · ABOGADO · GRATIS;SIN_INTENCION;seguimiento;deaf;question;A|B;polarity|institution;SÍ|NO;ABOGADO|GRATIS;NO_SABER;;GRATIS;;d(SEPDEP);opcion_fuera_de_ranura;;;;ninguno: el cliente solo empareja nodos en modo C
n-s7-fiscalia_asistenc-07;7;Fiscalía, asistencia y defensa;7;¿SEPDAVI puede orientarme?;d(SEPDAVI) · ASISTENCIA · AYUDAR;SIN_INTENCION;seguimiento;deaf;question;A|B;polarity|institution;SÍ|NO;ASISTENCIA|AYUDAR;NO_SABER;;ASISTENCIA|AYUDAR;;d(SEPDAVI);opcion_fuera_de_ranura;;;;ninguno: el cliente solo empareja nodos en modo C
n-s7-fiscalia_asistenc-08;7;Fiscalía, asistencia y defensa;8;¿Dónde está el Órgano Judicial?;ÓRGANO-JUDICIAL · ¿DÓNDE?;SIN_INTENCION;seguimiento;deaf;question;A|B;place;;ÓRGANO_JUDICIAL|DÓNDE;NO_SABER;DÓNDE;DÓNDE;;;opcion_fuera_de_ranura;;;;ninguno: el cliente solo empareja nodos en modo C
n-s7-fiscalia_asistenc-09;7;Fiscalía, asistencia y defensa;9;¿Tengo que presentarme ante un juez?;JUEZ · PRESENTAR · NECESITAR;SIN_INTENCION;seguimiento;deaf;question;A|B;polarity;SÍ|NO;JUEZ|PRESENTAR|NECESITAR;NO_SABER;;;;;;;;;ninguno: el cliente solo empareja nodos en modo C
n-s7-fiscalia_asistenc-10;7;Fiscalía, asistencia y defensa;10;¿Necesito intérprete para hablar con el juez?;JUEZ · INTÉRPRETE · NECESITAR;SIN_INTENCION;seguimiento;deaf;question;A|B;polarity;SÍ|NO;JUEZ|INTÉRPRETE|NECESITAR;NO_SABER;;;;;;;;;ninguno: el cliente solo empareja nodos en modo C
n-s8-declaraciones_y_re-01;8;Declaraciones y respuestas frecuentes;1;Soy sordo y necesito intérprete.;YO · SORDO · INTÉRPRETE · NECESITAR;SIN_INTENCION;otro;deaf;statement;A|B|C;free_text;;YO|SORDO|INTÉRPRETE|NECESITAR;NO_SABER;;;;;;;;;modo C: reconoce el enunciado del funcionario y reordena la lista blanca
n-s8-declaraciones_y_re-02;8;Declaraciones y respuestas frecuentes;2;"Leo poco; prefiero LSB.";YO · LEER · POCO · LSB/INTÉRPRETE · MEJOR;SIN_INTENCION;otro;deaf;statement;A|B|C;free_text;;YO|LEER|POCO|INTÉRPRETE|MEJOR;NO_SABER;;;;;;;;;modo C: reconoce el enunciado del funcionario y reordena la lista blanca
n-s8-declaraciones_y_re-03;8;Declaraciones y respuestas frecuentes;3;Quiero presentar una denuncia.;PRESENTAR · [DENUNCIA] · QUERER;SIN_INTENCION;otro;deaf;statement;A|B|C;free_text;;PRESENTAR|QUERER;NO_SABER;;;;[DENUNCIA];;;;;modo C: reconoce el enunciado del funcionario y reordena la lista blanca
n-s8-declaraciones_y_re-04;8;Declaraciones y respuestas frecuentes;4;Quiero explicar lo que pasó desde el principio.;NARRAR · EMPEZAR · QUERER;SIN_INTENCION;otro;deaf;statement;A|B|C;free_text;;NARRAR|EMPEZAR|QUERER;NO_SABER;;;;;;;;;modo C: reconoce el enunciado del funcionario y reordena la lista blanca
n-s8-declaraciones_y_re-05;8;Declaraciones y respuestas frecuentes;5;Ayer por la tarde ocurrió.;AYER · TARDE;SIN_INTENCION;otro;deaf;statement;A|B|C;time;;AYER|TARDE;NO_SABER;;;;;;;;;modo C: reconoce el enunciado del funcionario y reordena la lista blanca
n-s8-declaraciones_y_re-06;8;Declaraciones y respuestas frecuentes;6;No recuerdo la hora exacta.;HORA · RECORDAR /neg/;SIN_INTENCION;otro;deaf;statement;A|B|C;free_text;;HORA|RECORDAR;NO_SABER;;;;;;;;;modo C: reconoce el enunciado del funcionario y reordena la lista blanca
n-s8-declaraciones_y_re-07;8;Declaraciones y respuestas frecuentes;7;Ocurrió en la calle cerca del mercado.;CALLE · MERCADO · CERCA;SIN_INTENCION;otro;deaf;statement;A|B|C;place;;CALLE|MERCADO|CERCA;NO_SABER;;;;;;;;;modo C: reconoce el enunciado del funcionario y reordena la lista blanca
n-s8-declaraciones_y_re-08;8;Declaraciones y respuestas frecuentes;8;No conozco a la persona.;ÉL/ELLA · CONOCER /neg/;SIN_INTENCION;otro;deaf;statement;A|B|C;person;;ÉL|CONOCER;NO_SABER;;CONOCER;;;opcion_fuera_de_ranura;;;;modo C: reconoce el enunciado del funcionario y reordena la lista blanca
n-s8-declaraciones_y_re-09;8;Declaraciones y respuestas frecuentes;9;Si la vuelvo a ver, puedo identificarla.;VOLVER · VER /cond/ · IDENTIFICAR · PUEDO;SIN_INTENCION;otro;deaf;statement;A|B|C;free_text;;VOLVER|VER|IDENTIFICAR|PUEDO;NO_SABER;;;;;;;;;modo C: reconoce el enunciado del funcionario y reordena la lista blanca
n-s8-declaraciones_y_re-10;8;Declaraciones y respuestas frecuentes;10;Vi a un hombre joven con mochila.;HOMBRE · JOVEN · MOCHILA · VER;SIN_INTENCION;otro;deaf;statement;A|B|C;person|object;;HOMBRE|JOVEN|MOCHILA|VER;NO_SABER;;VER;;;opcion_fuera_de_ranura;;;;modo C: reconoce el enunciado del funcionario y reordena la lista blanca
n-s8-declaraciones_y_re-11;8;Declaraciones y respuestas frecuentes;11;Me robaron el celular.;ROBAR · MÍO · CELULAR;SIN_INTENCION;otro;deaf;statement;A|B|C;object;;ROBAR|MÍO|CELULAR;NO_SABER;;ROBAR|MÍO;;;opcion_fuera_de_ranura;;;;modo C: reconoce el enunciado del funcionario y reordena la lista blanca
n-s8-declaraciones_y_re-12;8;Declaraciones y respuestas frecuentes;12;También perdí mi carnet.;PAPEL · IDENTIDAD · PERDER;SIN_INTENCION;otro;deaf;statement;A|B|C;free_text;;PAPEL|IDENTIDAD|PERDER;NO_SABER;;;;;;;;;modo C: reconoce el enunciado del funcionario y reordena la lista blanca
n-s8-declaraciones_y_re-13;8;Declaraciones y respuestas frecuentes;13;Tengo la factura del celular.;CELULAR · FACTURA · TENER;SIN_INTENCION;otro;deaf;statement;A|B|C;object|evidence;;CELULAR|FACTURA|TENER;NO_SABER;;TENER;;;opcion_fuera_de_ranura;;;;modo C: reconoce el enunciado del funcionario y reordena la lista blanca
n-s8-declaraciones_y_re-14;8;Declaraciones y respuestas frecuentes;14;Hay un testigo.;TESTIGO · TENER;SIN_INTENCION;otro;deaf;statement;A|B|C;person|evidence;;TESTIGO|TENER;NO_SABER;;TENER;;;opcion_fuera_de_ranura;;;;modo C: reconoce el enunciado del funcionario y reordena la lista blanca
n-s8-declaraciones_y_re-15;8;Declaraciones y respuestas frecuentes;15;El testigo vio todo.;TESTIGO · TOTAL · VER;SIN_INTENCION;otro;deaf;statement;A|B|C;person|evidence;;TESTIGO|TOTAL|VER;NO_SABER;;TOTAL|VER;;;opcion_fuera_de_ranura;;;;modo C: reconoce el enunciado del funcionario y reordena la lista blanca
n-s8-declaraciones_y_re-16;8;Declaraciones y respuestas frecuentes;16;Tengo fotos en mi celular.;FOTOS · CELULAR · TENER;SIN_INTENCION;otro;deaf;statement;A|B|C;object|evidence;;FOTOS|CELULAR|TENER;NO_SABER;;TENER;;;opcion_fuera_de_ranura;;;;modo C: reconoce el enunciado del funcionario y reordena la lista blanca
n-s8-declaraciones_y_re-17;8;Declaraciones y respuestas frecuentes;17;Tengo un video.;VIDEO · TENER;SIN_INTENCION;otro;deaf;statement;A|B|C;evidence;;VIDEO|TENER;NO_SABER;;TENER;;;opcion_fuera_de_ranura;;;;modo C: reconoce el enunciado del funcionario y reordena la lista blanca
n-s8-declaraciones_y_re-18;8;Declaraciones y respuestas frecuentes;18;Un hombre me pegó.;HOMBRE · YO · PEGAR;SIN_INTENCION;otro;deaf;statement;A|B|C;person;;HOMBRE|YO|PEGAR;NO_SABER;;PEGAR;;;opcion_fuera_de_ranura;;;;modo C: reconoce el enunciado del funcionario y reordena la lista blanca
n-s8-declaraciones_y_re-19;8;Declaraciones y respuestas frecuentes;19;Tengo una herida en el brazo.;BRAZO · HERIDA · TENER;SIN_INTENCION;otro;deaf;statement;A|B|C;free_text;;BRAZO|HERIDA|TENER;NO_SABER;;;;;;;;;modo C: reconoce el enunciado del funcionario y reordena la lista blanca
n-s8-declaraciones_y_re-20;8;Declaraciones y respuestas frecuentes;20;Fui al hospital.;HOSPITAL · IR;SIN_INTENCION;otro;deaf;statement;A|B|C;free_text;;HOSPITAL|IR;NO_SABER;;;;;;;;;modo C: reconoce el enunciado del funcionario y reordena la lista blanca
n-s8-declaraciones_y_re-21;8;Declaraciones y respuestas frecuentes;21;Tengo certificado del doctor.;DOCTOR · CERTIFICADO · TENER;SIN_INTENCION;otro;deaf;statement;A|B|C;evidence;;DOCTOR|CERTIFICADO|TENER;NO_SABER;;DOCTOR|TENER;;;opcion_fuera_de_ranura;;;;modo C: reconoce el enunciado del funcionario y reordena la lista blanca
n-s8-declaraciones_y_re-22;8;Declaraciones y respuestas frecuentes;22;Mi expareja me amenaza.;PAREJA · PASADO · ÉL/ELLA · YO · AMENAZAR;SIN_INTENCION;otro;deaf;statement;A|B|C;free_text;;PAREJA|PASADO|ÉL|YO|AMENAZAR;NO_SABER;;;;;;;;;modo C: reconoce el enunciado del funcionario y reordena la lista blanca
n-s8-declaraciones_y_re-23;8;Declaraciones y respuestas frecuentes;23;Tengo miedo de volver a mi casa.;MIEDO · CASA · VOLVER;SIN_INTENCION;otro;deaf;statement;A|B|C;free_text;;MIEDO|CASA|VOLVER;NO_SABER;;;;;;;;;modo C: reconoce el enunciado del funcionario y reordena la lista blanca
n-s8-declaraciones_y_re-24;8;Declaraciones y respuestas frecuentes;24;Necesito auxilio ahora.;AUXILIO · AHORA · NECESITAR;SIN_INTENCION;otro;deaf;statement;A|B|C;free_text;;AUXILIO|AHORA|NECESITAR;NO_SABER;;;;;;;;;modo C: reconoce el enunciado del funcionario y reordena la lista blanca
n-s8-declaraciones_y_re-25;8;Declaraciones y respuestas frecuentes;25;Guardé todos los mensajes.;ESCRIBIR · TOTAL · GUARDAR;SIN_INTENCION;otro;deaf;statement;A|B|C;free_text;;ESCRIBIR|TOTAL|GUARDAR;NO_SABER;;;;;;;;;modo C: reconoce el enunciado del funcionario y reordena la lista blanca
n-s8-declaraciones_y_re-26;8;Declaraciones y respuestas frecuentes;26;Tengo fotos de la pantalla.;FOTOS · CELULAR · TENER;SIN_INTENCION;otro;deaf;statement;A|B|C;evidence;;FOTOS|CELULAR|TENER;NO_SABER;;TENER;;;opcion_fuera_de_ranura;;;;modo C: reconoce el enunciado del funcionario y reordena la lista blanca
n-s8-declaraciones_y_re-27;8;Declaraciones y respuestas frecuentes;27;Me engañaron con dinero.;ENGAÑAR · DINERO/BILLETES;SIN_INTENCION;otro;deaf;statement;A|B|C;object;;ENGAÑAR|BILLETES;NO_SABER;;ENGAÑAR;;;opcion_fuera_de_ranura;;;;modo C: reconoce el enunciado del funcionario y reordena la lista blanca
n-s8-declaraciones_y_re-28;8;Declaraciones y respuestas frecuentes;28;Envié dinero por el banco.;BANCO · BILLETES · ENVIAR;SIN_INTENCION;otro;deaf;statement;A|B|C;object;;BANCO|BILLETES|ENVIAR;NO_SABER;;BANCO|ENVIAR;;;opcion_fuera_de_ranura;;;;modo C: reconoce el enunciado del funcionario y reordena la lista blanca
n-s8-declaraciones_y_re-29;8;Declaraciones y respuestas frecuentes;29;Tengo el papel del banco.;PAPEL · BANCO · TENER;SIN_INTENCION;otro;deaf;statement;A|B|C;free_text;;PAPEL|BANCO|TENER;NO_SABER;;;;;;;;;modo C: reconoce el enunciado del funcionario y reordena la lista blanca
n-s8-declaraciones_y_re-30;8;Declaraciones y respuestas frecuentes;30;Dañaron la puerta de mi tienda.;TIENDA · PUERTA · DAÑAR;SIN_INTENCION;otro;deaf;statement;A|B|C;free_text;;TIENDA|PUERTA|DAÑAR;NO_SABER;;;;;;;;;modo C: reconoce el enunciado del funcionario y reordena la lista blanca
n-s8-declaraciones_y_re-31;8;Declaraciones y respuestas frecuentes;31;Tengo el video de la cámara.;VIDEO · FILMAR · TENER;SIN_INTENCION;otro;deaf;statement;A|B|C;evidence;;VIDEO|FILMAR|TENER;NO_SABER;;FILMAR|TENER;;;opcion_fuera_de_ranura;;;;modo C: reconoce el enunciado del funcionario y reordena la lista blanca
n-s8-declaraciones_y_re-32;8;Declaraciones y respuestas frecuentes;32;Vi lo ocurrido y puedo dar testimonio.;OBSERVAR · TESTIMONIO · PUEDO;SIN_INTENCION;otro;deaf;statement;A|B|C;free_text;;OBSERVAR|TESTIMONIO|PUEDO;NO_SABER;;;;;;;;;modo C: reconoce el enunciado del funcionario y reordena la lista blanca
n-s8-declaraciones_y_re-33;8;Declaraciones y respuestas frecuentes;33;Quiero agregar información.;AUMENTAR · NARRAR · QUERER;SIN_INTENCION;otro;deaf;statement;A|B|C;free_text;;AUMENTAR|NARRAR|QUERER;NO_SABER;;;;;;;;;modo C: reconoce el enunciado del funcionario y reordena la lista blanca
n-s8-declaraciones_y_re-34;8;Declaraciones y respuestas frecuentes;34;Aquí hay un error en mi nombre.;AQUÍ · NOMBRE · MAL;SIN_INTENCION;otro;deaf;statement;A|B|C;free_text;;AQUÍ|NOMBRE|MAL;NO_SABER;;;;;;;;;modo C: reconoce el enunciado del funcionario y reordena la lista blanca
n-s8-declaraciones_y_re-35;8;Declaraciones y respuestas frecuentes;35;Quiero leer antes de escribir mi nombre.;LEER · NOMBRE · ESCRIBIR · QUERER;SIN_INTENCION;otro;deaf;statement;A|B|C;time;;LEER|NOMBRE|ESCRIBIR|QUERER;NO_SABER;;LEER|ESCRIBIR|QUERER;;;opcion_fuera_de_ranura;;;;modo C: reconoce el enunciado del funcionario y reordena la lista blanca
n-s8-declaraciones_y_re-36;8;Declaraciones y respuestas frecuentes;36;Prefiero recibir mensajes escritos.;ESCRIBIR · ENVIAR · MEJOR;SIN_INTENCION;otro;deaf;statement;A|B|C;free_text;;ESCRIBIR|ENVIAR|MEJOR;NO_SABER;;;;;;;;;modo C: reconoce el enunciado del funcionario y reordena la lista blanca
n-s8-declaraciones_y_re-37;8;Declaraciones y respuestas frecuentes;37;Cambié de dirección.;DIRECCIÓN · CAMBIAR;SIN_INTENCION;otro;deaf;statement;A|B|C;place;;DIRECCIÓN|CAMBIAR;NO_SABER;;CAMBIAR;;;opcion_fuera_de_ranura;;;;modo C: reconoce el enunciado del funcionario y reordena la lista blanca
n-s8-declaraciones_y_re-38;8;Declaraciones y respuestas frecuentes;38;Cambié de número de celular.;CELULAR · NÚM(...) · CAMBIAR;SIN_INTENCION;otro;deaf;statement;A|B|C;object;;CELULAR|CAMBIAR;NO_SABER;;CAMBIAR;;NÚM(...);opcion_fuera_de_ranura;;;;modo C: reconoce el enunciado del funcionario y reordena la lista blanca
