questionId;espanol;formulationGlosses;secuenciaCorpus;todasEnCorpusV4;estadoGramatica;evidencia;problema;propuesta;noManuales;requiereValidacionHumana;validadoPor
Q.SEG.ESTADO_CASO;¿Vino a consultar el estado de su caso?;INVESTIGACIÓN|BUSCAR|VENIR;INVESTIGACIÓN · BUSCAR · VENIR;sí;GRAMMAR_PROVISIONAL;corpus §6 «¿Vino a consultar el estado de su caso?» (nota: No usar “caso” como seña si no está validada);;ninguna: no hay evidencia para cambiar la secuencia;requeridos y no modelados: la secuencia no marca la pregunta;confirmar el orden INVESTIGACIÓN · BUSCAR · VENIR como formulación natural de la pregunta (el corpus §6 no fija la sintaxis)|confirmar si la pregunta sí/no requiere marcador no manual: la secuencia no distingue pregunta de afirmación;
Q.SEG.FECHA_DENUNCIA;¿Cuándo presentó la denuncia?;CUÁNDO;[DENUNCIA] · ¿CUÁNDO?;sí;LEXICAL_GAP;corpus §6 «¿Cuándo presentó la denuncia?» (nota: Concepto DENUNCIA pendiente);[DENUNCIA]: concepto sin seña directa según el corpus (§4);ninguna: no hay evidencia para cambiar la secuencia;desconocidos: ¿requiere marcador no manual de pregunta QU-?;confirmar el orden [DENUNCIA] · ¿CUÁNDO? como formulación natural de la pregunta (el corpus §6 no fija la sintaxis)|confirmar la posición final de ¿CUÁNDO? en esta construcción|confirmar cómo expresar [DENUNCIA] sin una seña fuera del corpus v4 (no se añade al corpus);
Q.SEG.FECHA_PROGRAMADA;¿Para cuándo le dieron fecha?;;;sí;GRAMMAR_PENDING;ninguna;"sin secuencia LSB en ninguna fuente del repositorio; la formulación solo existe en español";ninguna: no hay evidencia para cambiar la secuencia;desconocidos;proponer la secuencia completa con una persona señante: no hay fuente en el repositorio;
Q.SEG.HABLAR_ABOGADO;¿Necesita hablar con un abogado?;ABOGADO|HABLAR|NECESITAR;ABOGADO · HABLAR · NECESITAR;sí;GRAMMAR_PROVISIONAL;corpus §6 «¿Necesita hablar con un abogado?» (nota: Directo);;ninguna: no hay evidencia para cambiar la secuencia;requeridos y no modelados: la secuencia no marca la pregunta;confirmar el orden ABOGADO · HABLAR · NECESITAR como formulación natural de la pregunta (el corpus §6 no fija la sintaxis)|confirmar si la pregunta sí/no requiere marcador no manual: la secuencia no distingue pregunta de afirmación;
Q.SEG.HABLAR_FISCAL;¿Necesita hablar con el fiscal?;HABLAR|NECESITAR;d(FISCAL) · HABLAR · NECESITAR;sí;GRAMMAR_PROVISIONAL;"corpus §6 «¿Necesita hablar con el fiscal?» (nota: Dactilología; NO usar FISCAL escolar)";d(FISCAL) se guarda como deletreo literal, fuera de la secuencia;ninguna: no hay evidencia para cambiar la secuencia;requeridos y no modelados: la secuencia no marca la pregunta;confirmar el orden d(FISCAL) · HABLAR · NECESITAR como formulación natural de la pregunta (el corpus §6 no fija la sintaxis)|confirmar si la pregunta sí/no requiere marcador no manual: la secuencia no distingue pregunta de afirmación|confirmar la integración de d(FISCAL) en la secuencia;
Q.SEG.HABLAR_POLICIA;¿Quiere hablar con el policía encargado?;POLICÍA|HABLAR|QUERER;POLICÍA · HABLAR · QUERER;sí;GRAMMAR_PROVISIONAL;corpus §6 «¿Quiere hablar con el policía encargado?» (nota: Directo);;ninguna: no hay evidencia para cambiar la secuencia;requeridos y no modelados: la secuencia no marca la pregunta;confirmar el orden POLICÍA · HABLAR · QUERER como formulación natural de la pregunta (el corpus §6 no fija la sintaxis)|confirmar si la pregunta sí/no requiere marcador no manual: la secuencia no distingue pregunta de afirmación;
Q.SEG.INTERPRETE_REUNION;¿Necesita intérprete para esa reunión?;INTÉRPRETE|REUNIÓN|NECESITAR;INTÉRPRETE · REUNIÓN · NECESITAR;sí;GRAMMAR_PROVISIONAL;"corpus §6 «¿Necesita intérprete para esa reunión?» (nota: Directo; reunión no equivale automáticamente a audiencia)";;ninguna: no hay evidencia para cambiar la secuencia;requeridos y no modelados: la secuencia no marca la pregunta;confirmar el orden INTÉRPRETE · REUNIÓN · NECESITAR como formulación natural de la pregunta (el corpus §6 no fija la sintaxis)|confirmar si la pregunta sí/no requiere marcador no manual: la secuencia no distingue pregunta de afirmación;
Q.SEG.JUEZ;¿Debe presentarse ante un juez?;JUEZ|PRESENTAR;JUEZ · PRESENTAR;sí;GRAMMAR_PROVISIONAL;corpus §6 «¿Debe presentarse ante un juez?» (nota: JUEZ M3 + PRESENTAR D2024);;ninguna: no hay evidencia para cambiar la secuencia;requeridos y no modelados: la secuencia no marca la pregunta;confirmar el orden JUEZ · PRESENTAR como formulación natural de la pregunta (el corpus §6 no fija la sintaxis)|confirmar si la pregunta sí/no requiere marcador no manual: la secuencia no distingue pregunta de afirmación;
Q.SEG.LEER_ANTES_FIRMAR;¿Quiere leer el papel antes de escribir su nombre?;PAPEL|LEER|NOMBRE|ESCRIBIR|QUERER;PAPEL · LEER · NOMBRE · ESCRIBIR · QUERER;sí;GRAMMAR_PROVISIONAL;corpus §6 «¿Quiere leer el papel antes de escribir su nombre?» (nota: Firma como composición provisional);;ninguna: no hay evidencia para cambiar la secuencia;requeridos y no modelados: la secuencia no marca la pregunta;confirmar el orden PAPEL · LEER · NOMBRE · ESCRIBIR · QUERER como formulación natural de la pregunta (el corpus §6 no fija la sintaxis)|confirmar si la pregunta sí/no requiere marcador no manual: la secuencia no distingue pregunta de afirmación|confirmar la composición como unidad (Firma como composición provisional);
Q.SEG.MOTIVO;¿Qué quiere consultar?;;;sí;GRAMMAR_PENDING;ninguna;"sin secuencia LSB en ninguna fuente del repositorio; la formulación solo existe en español";ninguna: no hay evidencia para cambiar la secuencia;desconocidos;proponer la secuencia completa con una persona señante: no hay fuente en el repositorio;
Q.SEG.NUM_REFERENCIA;¿Tiene el número de referencia?;TENER;NÚM(...) · TENER;sí;GRAMMAR_PROVISIONAL;corpus §6 «¿Tiene el número de referencia?» (nota: Directo);;ninguna: no hay evidencia para cambiar la secuencia;requeridos y no modelados: la secuencia no marca la pregunta;confirmar el orden NÚM(...) · TENER como formulación natural de la pregunta (el corpus §6 no fija la sintaxis)|confirmar si la pregunta sí/no requiere marcador no manual: la secuencia no distingue pregunta de afirmación;
Q.SEG.ORGANO_JUDICIAL;¿Sabe dónde está el Órgano Judicial?;ÓRGANO_JUDICIAL|DÓNDE;ÓRGANO-JUDICIAL · ¿DÓNDE?;sí;GRAMMAR_PROVISIONAL;corpus §6 «¿Sabe dónde está el Órgano Judicial?» (nota: Directo D2024);;ninguna: no hay evidencia para cambiar la secuencia;desconocidos: ¿requiere marcador no manual de pregunta QU-?;confirmar el orden ÓRGANO-JUDICIAL · ¿DÓNDE? como formulación natural de la pregunta (el corpus §6 no fija la sintaxis)|confirmar la posición final de ¿DÓNDE? en esta construcción;
Q.SEG.RESOLUCION;¿Recibió una resolución?;RESOLUCIÓN|RECIBIR;RESOLUCIÓN · RECIBIR;sí;GRAMMAR_PROVISIONAL;corpus §6 «¿Recibió una resolución?» (nota: Directo D2024);;ninguna: no hay evidencia para cambiar la secuencia;requeridos y no modelados: la secuencia no marca la pregunta;confirmar el orden RESOLUCIÓN · RECIBIR como formulación natural de la pregunta (el corpus §6 no fija la sintaxis)|confirmar si la pregunta sí/no requiere marcador no manual: la secuencia no distingue pregunta de afirmación;
Q.SEG.RETORNO;¿Tiene que volver otro día?;VOLVER|DÍA|NECESITAR;VOLVER · DÍA · NECESITAR;sí;GRAMMAR_PROVISIONAL;corpus §6 «¿Tiene que volver otro día?» (nota: Directo);;ninguna: no hay evidencia para cambiar la secuencia;requeridos y no modelados: la secuencia no marca la pregunta;confirmar el orden VOLVER · DÍA · NECESITAR como formulación natural de la pregunta (el corpus §6 no fija la sintaxis)|confirmar si la pregunta sí/no requiere marcador no manual: la secuencia no distingue pregunta de afirmación|confirmar la posición de la expresión temporal DÍA;
Q.TES.CANTIDAD;¿Cuántos testigos hay?;TESTIGO|CUÁNTOS;TESTIGO · ¿CUÁNTOS?;sí;GRAMMAR_PROVISIONAL;corpus §6 «¿Cuántos testigos hay?» (nota: Directo D2024);;ninguna: no hay evidencia para cambiar la secuencia;desconocidos: ¿requiere marcador no manual de pregunta QU-?;confirmar el orden TESTIGO · ¿CUÁNTOS? como formulación natural de la pregunta (el corpus §6 no fija la sintaxis)|confirmar la posición final de ¿CUÁNTOS? en esta construcción;
Q.TES.EXISTE;¿Hay testigos?;TESTIGO|TENER|TESTIGO|TENER;TESTIGO · TENER || TESTIGO · TENER;sí;GRAMMAR_PROVISIONAL;corpus §6 «¿Hay testigos del robo?» (nota: TESTIGO directo D2024) || corpus §6 «¿Hay algún testigo?» (nota: Directo D2024);;ninguna: no hay evidencia para cambiar la secuencia;requeridos y no modelados: la secuencia no marca la pregunta;confirmar que la secuencia de «¿Hay testigos del robo?» sirve para la formulación del banco «¿Hay testigos?»|confirmar que la secuencia de «¿Hay algún testigo?» sirve para la formulación del banco «¿Hay testigos?»|confirmar el orden TESTIGO · TENER como formulación natural de la pregunta (el corpus §6 no fija la sintaxis)|confirmar si la pregunta sí/no requiere marcador no manual: la secuencia no distingue pregunta de afirmación;
Q.TES.PUEDE_TESTIMONIO;¿Puede dar testimonio de lo que vio?;;;sí;GRAMMAR_PENDING;ninguna;"sin secuencia LSB en ninguna fuente del repositorio; la formulación solo existe en español";ninguna: no hay evidencia para cambiar la secuencia;desconocidos;proponer la secuencia completa con una persona señante: no hay fuente en el repositorio;
Q.TES.QUE_VIO;¿Qué vio o qué quiere declarar?;;;sí;GRAMMAR_PENDING;ninguna;"sin secuencia LSB en ninguna fuente del repositorio; la formulación solo existe en español";ninguna: no hay evidencia para cambiar la secuencia;desconocidos;proponer la secuencia completa con una persona señante: no hay fuente en el repositorio;
Q.TES.TRAER;¿Puede traer al testigo?;TESTIGO|TRAER|PUEDO;TESTIGO · TRAER · PUEDO;sí;GRAMMAR_PROVISIONAL;corpus §6 «¿Puede traer al testigo?» (nota: Directo);;ninguna: no hay evidencia para cambiar la secuencia;requeridos y no modelados: la secuencia no marca la pregunta;confirmar el orden TESTIGO · TRAER · PUEDO como formulación natural de la pregunta (el corpus §6 no fija la sintaxis)|confirmar si la pregunta sí/no requiere marcador no manual: la secuencia no distingue pregunta de afirmación;
Q.TES.VIO_TODO;¿El testigo vio todo?;TESTIGO|TOTAL|VER;TESTIGO · TOTAL · VER;sí;GRAMMAR_PROVISIONAL;corpus §6 «¿El testigo vio todo?» (nota: Directo);;ninguna: no hay evidencia para cambiar la secuencia;requeridos y no modelados: la secuencia no marca la pregunta;confirmar el orden TESTIGO · TOTAL · VER como formulación natural de la pregunta (el corpus §6 no fija la sintaxis)|confirmar si la pregunta sí/no requiere marcador no manual: la secuencia no distingue pregunta de afirmación;
Q.TIE.APROX;¿Fue hoy, ayer o antes?;HOY|AYER|PASADO;HOY · AYER · PASADO;sí;GRAMMAR_PROVISIONAL;corpus §6 «¿Fue hoy, ayer o antes?» (nota: Directo);;ninguna: no hay evidencia para cambiar la secuencia;requeridos y no modelados: la secuencia no marca la pregunta;confirmar el orden HOY · AYER · PASADO como formulación natural de la pregunta (el corpus §6 no fija la sintaxis)|confirmar cómo se marca la pregunta disyuntiva («… o …»): la secuencia no marca ni la disyunción ni la pregunta|confirmar la posición de la expresión temporal HOY, AYER, PASADO;
Q.TIE.CUANDO;¿Cuándo ocurrió?;CUÁNDO|FECHA|HORA;¿CUÁNDO? · FECHA · HORA;sí;GRAMMAR_PROVISIONAL;corpus §6 «¿Cuándo ocurrió?» (nota: Directo);;ninguna: no hay evidencia para cambiar la secuencia;desconocidos: ¿requiere marcador no manual de pregunta QU-?;confirmar el orden ¿CUÁNDO? · FECHA · HORA como formulación natural de la pregunta (el corpus §6 no fija la sintaxis)|confirmar la posición inicial de ¿CUÁNDO? en esta construcción|confirmar la posición de la expresión temporal FECHA, HORA;
Q.TIE.HORA;¿A qué hora aproximadamente?;HORA|CUÁNTOS|MÁS_O_MENOS;HORA · ¿CUÁNTOS? · MÁS-O-MENOS;sí;GRAMMAR_PROVISIONAL;corpus §6 «¿A qué hora aproximadamente?» (nota: Directo);;ninguna: no hay evidencia para cambiar la secuencia;desconocidos: ¿requiere marcador no manual de pregunta QU-?;confirmar el orden HORA · ¿CUÁNTOS? · MÁS-O-MENOS como formulación natural de la pregunta (el corpus §6 no fija la sintaxis)|confirmar la posición intermedia de ¿CUÁNTOS? en esta construcción|confirmar la posición de la expresión temporal HORA;
Q.VIO.AGRESION;¿Alguien le pegó o maltrató?;PEGAR|MALTRATAR;PEGAR · MALTRATAR;sí;GRAMMAR_PROVISIONAL;corpus §6 «¿Alguien le pegó o maltrató?» (nota: Directo M1-4/D2024);;ninguna: no hay evidencia para cambiar la secuencia;requeridos y no modelados: la secuencia no marca la pregunta;confirmar el orden PEGAR · MALTRATAR como formulación natural de la pregunta (el corpus §6 no fija la sintaxis)|confirmar si la pregunta sí/no requiere marcador no manual: la secuencia no distingue pregunta de afirmación;
Q.VIO.AGRESOR;¿Quién le agredió?;;;sí;GRAMMAR_PENDING;ninguna;"sin secuencia LSB en ninguna fuente del repositorio; la formulación solo existe en español";ninguna: no hay evidencia para cambiar la secuencia;desconocidos;proponer la secuencia completa con una persona señante: no hay fuente en el repositorio;
Q.VIO.ASISTENCIA_ESPECIALIZADA;¿Desea asistencia especializada?;;;sí;GRAMMAR_PENDING;ninguna;"sin secuencia LSB en ninguna fuente del repositorio; la formulación solo existe en español (el banco solo declara el conjunto sin orden ['ASISTENCIA'])";ninguna: no hay evidencia para cambiar la secuencia;desconocidos;proponer la secuencia completa con una persona señante: no hay fuente en el repositorio;
Q.VIO.FRECUENCIA;¿Es la primera vez o pasa seguido?;;;sí;GRAMMAR_PENDING;ninguna;"sin secuencia LSB en ninguna fuente del repositorio; la formulación solo existe en español";ninguna: no hay evidencia para cambiar la secuencia;desconocidos;proponer la secuencia completa con una persona señante: no hay fuente en el repositorio;
Q.VIO.TIPO;¿Qué le hicieron?;;;sí;GRAMMAR_PENDING;ninguna;"sin secuencia LSB en ninguna fuente del repositorio; la formulación solo existe en español";ninguna: no hay evidencia para cambiar la secuencia;desconocidos;proponer la secuencia completa con una persona señante: no hay fuente en el repositorio;
