contexto;zona;preguntaActual;opcional;maxPicks;alcanzable;posicion;glosa;textoTarjeta;significado;funcionEnsamblador;camposZona;pasaFiltroSinListaBlanca;despachoUI;veredicto;destino;motivo;preguntasBanco;avatar
violencia;evidencia;¿Tiene certificado del doctor o mensajes guardados?;True;3;True;7;TOTAL;TOTAL;Total;action;evidence;False;selección directa;modificador;;;Q.SAL.CERTIFICADO|Q.EVI.TIPOS|Q.DIG.GUARDO;placeholder
violencia;evidencia;¿Tiene certificado del doctor o mensajes guardados?;True;3;True;8;TESTIGO;TESTIGO;Testigo;participant;evidence;False;selección directa;mover;Q.TES.EXISTE;Q.TES.EXISTE;Q.SAL.CERTIFICADO|Q.EVI.TIPOS|Q.DIG.GUARDO;placeholder
violencia;institucion;¿Desea asistencia especializada?;False;1;True;1;POLICÍA;POLICÍA;Policía;institution;institution;True;selección directa;valida;;;Q.VIO.ASISTENCIA_ESPECIALIZADA|Q.APO.TIPO;placeholder
violencia;institucion;¿Desea asistencia especializada?;False;1;True;2;FELCV;FELCV;;institution;institution;True;selección directa + teclado de deletreo/número (_admiteDetalle);valida;;;Q.VIO.ASISTENCIA_ESPECIALIZADA|Q.APO.TIPO;spelled
violencia;institucion;¿Desea asistencia especializada?;False;1;True;3;SEPDAVI;SEPDAVI;;institution;institution;True;selección directa + teclado de deletreo/número (_admiteDetalle);valida;;;Q.VIO.ASISTENCIA_ESPECIALIZADA|Q.APO.TIPO;spelled
violencia;institucion;¿Desea asistencia especializada?;False;1;True;4;SEPDEP;SEPDEP;;institution;institution;True;selección directa + teclado de deletreo/número (_admiteDetalle);invalida;;defensa pública penal para la persona imputada;Q.VIO.ASISTENCIA_ESPECIALIZADA|Q.APO.TIPO;spelled
violencia;institucion;¿Desea asistencia especializada?;False;1;True;5;ABOGADO;ABOGADO;Abogado;service;institution;True;selección directa;valida;;;Q.VIO.ASISTENCIA_ESPECIALIZADA|Q.APO.TIPO;placeholder
violencia;institucion;¿Desea asistencia especializada?;False;1;True;6;GRATIS;GRATIS;Gratis;trait;institution;False;selección directa;modificador;;ABOGADO GRATIS;Q.VIO.ASISTENCIA_ESPECIALIZADA|Q.APO.TIPO;placeholder
violencia;institucion;¿Desea asistencia especializada?;False;1;True;7;INTÉRPRETE;INTÉRPRETE;Intérprete;service;institution;True;selección directa;mover;Q.ACC.INTERPRETE;Q.ACC.INTERPRETE;Q.VIO.ASISTENCIA_ESPECIALIZADA|Q.APO.TIPO;placeholder
violencia;institucion;¿Desea asistencia especializada?;False;1;True;8;ASISTENCIA;ASISTENCIA;Asistencia;document;institution;False;selección directa;formulacion;;;Q.VIO.ASISTENCIA_ESPECIALIZADA|Q.APO.TIPO;placeholder
amenaza_digital;hecho;¿Qué tipo de mensajes recibió?;False;1;True;1;AMENAZAR;AMENAZAR;Amenazar;action;free_text;True;selección directa;valida;;Q.DIG.CONTENIDO;Q.DIG.CANAL|Q.DIG.CONTENIDO|Q.DIG.CONTINUA;placeholder
amenaza_digital;hecho;¿Qué tipo de mensajes recibió?;False;1;True;2;CELULAR;CELULAR;Celular;object;free_text;True;selección directa + teclado de deletreo/número (_admiteDetalle);mover;Q.DIG.CANAL;"Q.DIG.CANAL (medio; hoy se convierte en hecho y en «WhatsApp»)";Q.DIG.CANAL|Q.DIG.CONTENIDO|Q.DIG.CONTINUA;placeholder
amenaza_digital;hecho;¿Qué tipo de mensajes recibió?;False;1;True;3;INTERNET;INTERNET;Internet;object;free_text;True;selección directa;mover;Q.DIG.CANAL;Q.DIG.CANAL;Q.DIG.CANAL|Q.DIG.CONTENIDO|Q.DIG.CONTINUA;placeholder
amenaza_digital;hecho;¿Qué tipo de mensajes recibió?;False;1;True;4;ESCRIBIR;ESCRIBIR;Escribir;action;free_text;True;"texto libre «¿Qué otro elemento tienes?»; cancelar no añade";valida;;mensajes escritos (tipo);Q.DIG.CANAL|Q.DIG.CONTENIDO|Q.DIG.CONTINUA;placeholder
amenaza_digital;hecho;¿Qué tipo de mensajes recibió?;False;1;True;5;ENVIAR;ENVIAR;Enviar;action;free_text;True;selección directa;formulacion;;;Q.DIG.CANAL|Q.DIG.CONTENIDO|Q.DIG.CONTINUA;placeholder
amenaza_digital;hecho;¿Qué tipo de mensajes recibió?;False;1;True;6;RECIBIR;RECIBIR;Recibir;action;free_text;True;selección directa;formulacion;;;Q.DIG.CANAL|Q.DIG.CONTENIDO|Q.DIG.CONTINUA;placeholder
amenaza_digital;hecho;¿Qué tipo de mensajes recibió?;False;1;True;7;AÚN;AÚN;Aún;time;free_text;True;selección directa;mover;Q.DIG.CONTINUA;Q.DIG.CONTINUA;Q.DIG.CANAL|Q.DIG.CONTENIDO|Q.DIG.CONTINUA;placeholder
amenaza_digital;persona;¿Quién le envía los mensajes?;False;1;True;1;PAREJA;PAREJA;Pareja;participant;person;True;"asistente género/edad/rasgos/ropa (rol 'suspect'); se añade aunque se cancele";valida;;vínculo;Q.DIG.REMITENTE;placeholder
amenaza_digital;persona;¿Quién le envía los mensajes?;False;1;True;2;HOMBRE;HOMBRE;Hombre;participant;person;True;"asistente género/edad/rasgos/ropa (rol 'suspect'); se añade aunque se cancele";valida;;persona no identificada;Q.DIG.REMITENTE;placeholder
amenaza_digital;persona;¿Quién le envía los mensajes?;False;1;True;3;MUJER;MUJER;Mujer;participant;person;True;"asistente género/edad/rasgos/ropa (rol 'suspect'); se añade aunque se cancele";valida;;persona no identificada;Q.DIG.REMITENTE;placeholder
amenaza_digital;persona;¿Quién le envía los mensajes?;False;1;True;4;CONOCER;CONOCIDO;Conocido;action;person;False;"asistente género/edad/rasgos/ropa (rol 'suspect'); se añade aunque se cancele";valida;;rama «Sé quién es» (rotulada CONOCIDO);Q.DIG.REMITENTE;placeholder
amenaza_digital;persona;¿Quién le envía los mensajes?;False;1;True;5;CELULAR;CELULAR;Celular;object;person;False;"asistente género/edad/rasgos/ropa (rol 'suspect'); se añade aunque se cancele";invalida;;medio, no persona — rama «Solo conozco el número» con editor de teléfono;Q.DIG.REMITENTE;placeholder
amenaza_digital;evidencia;¿Guardó los mensajes o tiene fotos de pantalla?;False;3;True;1;ESCRIBIR;ESCRIBIR;Escribir;action;evidence;False;"texto libre «¿Qué otro elemento tienes?»; cancelar no añade";formulacion;;;Q.DIG.GUARDO|Q.DIG.CAPTURAS|Q.DIG.MOSTRAR;placeholder
amenaza_digital;evidencia;¿Guardó los mensajes o tiene fotos de pantalla?;False;3;True;2;TOTAL;TOTAL;Total;action;evidence;False;selección directa;modificador;;«todos»;Q.DIG.GUARDO|Q.DIG.CAPTURAS|Q.DIG.MOSTRAR;placeholder
amenaza_digital;evidencia;¿Guardó los mensajes o tiene fotos de pantalla?;False;3;True;3;GUARDAR;GUARDAR;Guardar;action;evidence;False;selección directa;valida;;= «Sí, los guardé» (Q.DIG.GUARDO);Q.DIG.GUARDO|Q.DIG.CAPTURAS|Q.DIG.MOSTRAR;placeholder
amenaza_digital;evidencia;¿Guardó los mensajes o tiene fotos de pantalla?;False;3;True;4;FOTOS;FOTOS;Fotos;object;evidence;True;selección directa;valida;;Q.DIG.CAPTURAS;Q.DIG.GUARDO|Q.DIG.CAPTURAS|Q.DIG.MOSTRAR;placeholder
amenaza_digital;evidencia;¿Guardó los mensajes o tiene fotos de pantalla?;False;3;True;5;CELULAR;CELULAR;Celular;object;evidence;True;selección directa + teclado de deletreo/número (_admiteDetalle);formulacion;;FOTOS·CELULAR = capturas;Q.DIG.GUARDO|Q.DIG.CAPTURAS|Q.DIG.MOSTRAR;placeholder
amenaza_digital;evidencia;¿Guardó los mensajes o tiene fotos de pantalla?;False;3;True;6;VIDEO;VIDEO;Video;object;evidence;True;selección directa;valida;;otra prueba;Q.DIG.GUARDO|Q.DIG.CAPTURAS|Q.DIG.MOSTRAR;placeholder
amenaza_digital;evidencia;¿Guardó los mensajes o tiene fotos de pantalla?;False;3;True;7;MOSTRAR;MOSTRAR;Mostrar;action;evidence;False;selección directa;mover;Q.DIG.MOSTRAR;Q.DIG.MOSTRAR;Q.DIG.GUARDO|Q.DIG.CAPTURAS|Q.DIG.MOSTRAR;placeholder
amenaza_digital;evidencia;¿Guardó los mensajes o tiene fotos de pantalla?;False;3;True;8;PUEDO;PUEDO;Puedo;marker;evidence;True;selección directa;formulacion;;;Q.DIG.GUARDO|Q.DIG.CAPTURAS|Q.DIG.MOSTRAR;placeholder
amenaza_digital;evidencia;¿Guardó los mensajes o tiene fotos de pantalla?;False;3;True;9;AHORA;AHORA;Ahora;time;evidence;False;selección directa;formulacion;;;Q.DIG.GUARDO|Q.DIG.CAPTURAS|Q.DIG.MOSTRAR;placeholder
amenaza_digital;institucion;¿Desea presentar los mensajes como prueba?;True;1;True;1;POLICÍA;POLICÍA;Policía;institution;institution;True;selección directa;invalida;;pregunta de sí/no respondida con una institución;Q.DIG.PRESENTAR_PRUEBA;placeholder
amenaza_digital;institucion;¿Desea presentar los mensajes como prueba?;True;1;True;2;FELCC;FELCC;;institution;institution;True;selección directa + teclado de deletreo/número (_admiteDetalle);invalida;;ídem;Q.DIG.PRESENTAR_PRUEBA;spelled
amenaza_digital;institucion;¿Desea presentar los mensajes como prueba?;True;1;True;3;FELCV;FELCV;;institution;institution;True;selección directa + teclado de deletreo/número (_admiteDetalle);invalida;;ídem;Q.DIG.PRESENTAR_PRUEBA;spelled
amenaza_digital;institucion;¿Desea presentar los mensajes como prueba?;True;1;True;4;FISCALIA;FISCALÍA;;institution;institution;True;selección directa + teclado de deletreo/número (_admiteDetalle);invalida;;ídem;Q.DIG.PRESENTAR_PRUEBA;spelled
amenaza_digital;institucion;¿Desea presentar los mensajes como prueba?;True;1;True;5;SEPDAVI;SEPDAVI;;institution;institution;True;selección directa + teclado de deletreo/número (_admiteDetalle);invalida;;ídem;Q.DIG.PRESENTAR_PRUEBA;spelled
amenaza_digital;institucion;¿Desea presentar los mensajes como prueba?;True;1;True;6;ABOGADO;ABOGADO;Abogado;service;institution;True;selección directa;invalida;;ídem;Q.DIG.PRESENTAR_PRUEBA;placeholder
engano_dinero;hecho;¿Cómo ocurrió el engaño con el dinero?;False;1;True;1;ENGAÑAR;ENGAÑAR;Engañar;action;free_text;True;selección directa;invalida;;"repite el hecho; no dice cómo se entregó el dinero";Q.DIN.MECANISMO;placeholder
engano_dinero;hecho;¿Cómo ocurrió el engaño con el dinero?;False;1;True;2;BILLETES;BILLETES;Billetes;object;free_text;True;"editor de monto (rol 'stolen'); se añade aunque se cancele";mover;Q.DIN.MONTO;Q.DIN.MONTO;Q.DIN.MECANISMO;placeholder
engano_dinero;hecho;¿Cómo ocurrió el engaño con el dinero?;False;1;True;3;ENVIAR;ENVIAR;Enviar;action;free_text;True;selección directa;valida;;;Q.DIN.MECANISMO;placeholder
engano_dinero;hecho;¿Cómo ocurrió el engaño con el dinero?;False;1;True;4;DAR;DAR;Dar;action;free_text;True;selección directa;valida;;;Q.DIN.MECANISMO;placeholder
engano_dinero;hecho;¿Cómo ocurrió el engaño con el dinero?;False;1;True;5;PERDER;PERDER;Perder;action;free_text;True;"hoja de aclaración; la tarjeta se añade aunque se cancele";invalida;;consecuencia, no mecanismo;Q.DIN.MECANISMO;placeholder
engano_dinero;medio_banco;¿Cómo entregó o envió el dinero?;False;1;True;1;BANCO;BANCO;Banco;place;institution|object;False;selección directa + teclado de deletreo/número (_admiteDetalle);valida;;;Q.DIN.MECANISMO;placeholder
engano_dinero;medio_banco;¿Cómo entregó o envió el dinero?;False;1;True;2;CELULAR;CELULAR;Celular;object;institution|object;True;selección directa + teclado de deletreo/número (_admiteDetalle);valida;;medio de envío (no implica «transferencia»);Q.DIN.MECANISMO;placeholder
engano_dinero;medio_banco;¿Cómo entregó o envió el dinero?;False;1;True;3;INTERNET;INTERNET;Internet;object;institution|object;True;selección directa;valida;;;Q.DIN.MECANISMO;placeholder
engano_dinero;medio_banco;¿Cómo entregó o envió el dinero?;False;1;True;4;ESCRIBIR;ESCRIBIR;Escribir;action;institution|object;False;"texto libre «¿Qué otro elemento tienes?»; cancelar no añade";invalida;;no es un medio de entrega (hoy «mediante escribir»);Q.DIN.MECANISMO;placeholder
engano_dinero;medio_banco;¿Cómo entregó o envió el dinero?;False;1;True;5;BILLETES;BILLETES;Billetes;object;institution|object;True;"editor de monto (rol 'stolen'); se añade aunque se cancele";valida;;rotular «En efectivo»;Q.DIN.MECANISMO;placeholder
engano_dinero;persona;¿Conoce el nombre o número de la persona?;False;1;True;1;NOMBRE;NOMBRE;Nombre;marker;person;True;"asistente género/edad/rasgos/ropa (rol 'suspect'); se añade aunque se cancele";valida;;editor texto_nombre;Q.DIN.RECEPTOR;placeholder
engano_dinero;persona;¿Conoce el nombre o número de la persona?;False;1;True;2;CELULAR;CELULAR;Celular;object;person;False;"asistente género/edad/rasgos/ropa (rol 'suspect'); se añade aunque se cancele";valida;;editor telefono (rama «Solo tengo su número»);Q.DIN.RECEPTOR;placeholder
engano_dinero;persona;¿Conoce el nombre o número de la persona?;False;1;True;3;HOMBRE;HOMBRE;Hombre;participant;person;True;"asistente género/edad/rasgos/ropa (rol 'suspect'); se añade aunque se cancele";valida;;rama descripción;Q.DIN.RECEPTOR;placeholder
engano_dinero;persona;¿Conoce el nombre o número de la persona?;False;1;True;4;MUJER;MUJER;Mujer;participant;person;True;"asistente género/edad/rasgos/ropa (rol 'suspect'); se añade aunque se cancele";valida;;rama descripción;Q.DIN.RECEPTOR;placeholder
engano_dinero;persona;¿Conoce el nombre o número de la persona?;False;1;True;5;CONOCER;CONOCIDO;Conocido;action;person;False;"asistente género/edad/rasgos/ropa (rol 'suspect'); se añade aunque se cancele";valida;;rama «Lo/la conozco»;Q.DIN.RECEPTOR;placeholder
engano_dinero;comprobante;¿Tiene el papel del banco o factura?;False;3;True;1;PAPEL;PAPEL;Papel;document;evidence;True;"hoja de aclaración; la tarjeta se añade aunque se cancele";mover;Q.DOC.ACLARAR;Q.DOC.ACLARAR (y PAPEL·BANCO = comprobante del banco);Q.DIN.COMPROBANTE|Q.DIN.COMPROBANTE_TIPO;placeholder
engano_dinero;comprobante;¿Tiene el papel del banco o factura?;False;3;True;2;BANCO;BANCO;Banco;place;evidence;False;selección directa + teclado de deletreo/número (_admiteDetalle);valida;;solo como PAPEL·BANCO;Q.DIN.COMPROBANTE|Q.DIN.COMPROBANTE_TIPO;placeholder
engano_dinero;comprobante;¿Tiene el papel del banco o factura?;False;3;True;3;FACTURA;FACTURA;Factura;document;evidence;True;selección directa;valida;;;Q.DIN.COMPROBANTE|Q.DIN.COMPROBANTE_TIPO;placeholder
engano_dinero;comprobante;¿Tiene el papel del banco o factura?;False;3;True;4;ESCRIBIR;ESCRIBIR;Escribir;action;evidence;False;"texto libre «¿Qué otro elemento tienes?»; cancelar no añade";valida;;editor texto_detalle («Otro»);Q.DIN.COMPROBANTE|Q.DIN.COMPROBANTE_TIPO;placeholder
engano_dinero;comprobante;¿Tiene el papel del banco o factura?;False;3;True;5;TOTAL;TOTAL;Total;action;evidence;False;selección directa;invalida;;modificador sin núcleo;Q.DIN.COMPROBANTE|Q.DIN.COMPROBANTE_TIPO;placeholder
engano_dinero;comprobante;¿Tiene el papel del banco o factura?;False;3;True;6;GUARDAR;GUARDAR;Guardar;action;evidence;False;selección directa;invalida;;pertenece a Q.DIN.CHAT;Q.DIN.COMPROBANTE|Q.DIN.COMPROBANTE_TIPO;placeholder
engano_dinero;comprobante;¿Tiene el papel del banco o factura?;False;3;True;7;MOSTRAR;MOSTRAR;Mostrar;action;evidence;False;selección directa;mover;Q.EVI.MOSTRAR_AHORA;Q.EVI.MOSTRAR_AHORA;Q.DIN.COMPROBANTE|Q.DIN.COMPROBANTE_TIPO;placeholder
engano_dinero;comprobante;¿Tiene el papel del banco o factura?;False;3;True;8;PUEDO;PUEDO;Puedo;marker;evidence;True;selección directa;formulacion;;;Q.DIN.COMPROBANTE|Q.DIN.COMPROBANTE_TIPO;placeholder
engano_dinero;institucion;¿Desea presentar la denuncia formal?;True;1;True;1;POLICÍA;POLICÍA;Policía;institution;institution;True;selección directa;invalida;;pregunta de sí/no respondida con una institución (Q.DEN.AUTORIDAD tras «Sí»);Q.DEN.INTENCION|Q.DEN.AUTORIDAD;placeholder
engano_dinero;institucion;¿Desea presentar la denuncia formal?;True;1;True;2;FELCC;FELCC;;institution;institution;True;selección directa + teclado de deletreo/número (_admiteDetalle);invalida;;ídem;Q.DEN.INTENCION|Q.DEN.AUTORIDAD;spelled
engano_dinero;institucion;¿Desea presentar la denuncia formal?;True;1;True;3;FISCALIA;FISCALÍA;;institution;institution;True;selección directa + teclado de deletreo/número (_admiteDetalle);invalida;;ídem;Q.DEN.INTENCION|Q.DEN.AUTORIDAD;spelled
engano_dinero;institucion;¿Desea presentar la denuncia formal?;True;1;True;4;SEPDAVI;SEPDAVI;;institution;institution;True;selección directa + teclado de deletreo/número (_admiteDetalle);invalida;;no recibe denuncias;Q.DEN.INTENCION|Q.DEN.AUTORIDAD;spelled
engano_dinero;institucion;¿Desea presentar la denuncia formal?;True;1;True;5;ABOGADO;ABOGADO;Abogado;service;institution;True;selección directa;invalida;;no es autoridad;Q.DEN.INTENCION|Q.DEN.AUTORIDAD;placeholder
seguimiento;tramite;¿Qué gestión o trámite viene a consultar?;False;1;True;1;INVESTIGACIÓN;INVESTIGACIÓN;Investigación;service;free_text;True;selección directa;valida;;;Q.SEG.MOTIVO;placeholder
seguimiento;tramite;¿Qué gestión o trámite viene a consultar?;False;1;True;2;RESOLUCIÓN;RESOLUCIÓN;Resolución;document;free_text;True;selección directa;valida;;;Q.SEG.MOTIVO;placeholder
seguimiento;tramite;¿Qué gestión o trámite viene a consultar?;False;1;True;3;TRÁMITE;TRÁMITE;Trámite;service;free_text;True;selección directa;valida;;genérica;Q.SEG.MOTIVO;placeholder
seguimiento;tramite;¿Qué gestión o trámite viene a consultar?;False;1;True;4;CONVOCAR;CONVOCAR;Convocar;service;free_text;True;selección directa;valida;;citación (PAPEL·CONVOCAR);Q.SEG.MOTIVO;placeholder
seguimiento;tramite;¿Qué gestión o trámite viene a consultar?;False;1;True;5;RESULTADO;RESULTADO;Resultado;document;free_text;True;selección directa;valida;;;Q.SEG.MOTIVO;placeholder
seguimiento;tramite;¿Qué gestión o trámite viene a consultar?;False;1;True;6;PLAZO;PLAZO;Plazo;service;free_text;True;selección directa;valida;;;Q.SEG.MOTIVO;placeholder
seguimiento;tramite;¿Qué gestión o trámite viene a consultar?;False;1;True;7;ASISTENCIA;ASISTENCIA;Asistencia;document;free_text;True;selección directa;valida;;;Q.SEG.MOTIVO;placeholder
seguimiento;tramite;¿Qué gestión o trámite viene a consultar?;False;1;True;8;PAPEL;PAPEL;Papel;document;free_text;True;"hoja de aclaración; la tarjeta se añade aunque se cancele";mover;Q.DOC.ACLARAR;Q.DOC.ACLARAR;Q.SEG.MOTIVO;placeholder
seguimiento;tramite;¿Qué gestión o trámite viene a consultar?;False;1;True;9;CERTIFICADO;CERTIFICADO;Certificado;document;free_text;True;selección directa;valida;;;Q.SEG.MOTIVO;placeholder
seguimiento;tramite;¿Qué gestión o trámite viene a consultar?;False;1;True;10;CARPETA;CARPETA;Carpeta;document;free_text;True;selección directa;valida;;;Q.SEG.MOTIVO;placeholder
seguimiento;tramite;¿Qué gestión o trámite viene a consultar?;False;1;True;11;FOTOCOPIA;FOTOCOPIA;Fotocopia;document;free_text;True;selección directa;valida;;;Q.SEG.MOTIVO;placeholder
seguimiento;tramite;¿Qué gestión o trámite viene a consultar?;False;1;True;12;SELLO;SELLO;Sello;document;free_text;True;selección directa;valida;;;Q.SEG.MOTIVO;placeholder
seguimiento;accion;¿Qué acción necesita realizar?;False;1;True;1;SABER;SABER;Saber;marker;free_text;True;selección directa;valida;;;Q.SEG.MOTIVO;placeholder
seguimiento;accion;¿Qué acción necesita realizar?;False;1;True;2;PRESENTAR;PRESENTAR;Presentar;action;free_text;True;selección directa;valida;;;Q.SEG.MOTIVO;placeholder
seguimiento;accion;¿Qué acción necesita realizar?;False;1;True;3;PEDIR;PEDIR;Pedir;action;free_text;True;selección directa;valida;;;Q.SEG.MOTIVO;placeholder
seguimiento;accion;¿Qué acción necesita realizar?;False;1;True;4;RECIBIR;RECIBIR;Recibir;action;free_text;True;selección directa;valida;;;Q.SEG.MOTIVO;placeholder
seguimiento;accion;¿Qué acción necesita realizar?;False;1;True;5;DAR;DAR;Dar;action;free_text;True;selección directa;valida;;entregar;Q.SEG.MOTIVO;placeholder
seguimiento;accion;¿Qué acción necesita realizar?;False;1;True;6;BUSCAR;BUSCAR;Buscar;action;free_text;True;selección directa;valida;;;Q.SEG.MOTIVO;placeholder
seguimiento;accion;¿Qué acción necesita realizar?;False;1;True;7;VER;VER;Ver;action;free_text;True;selección directa;invalida;;ambigua (¿ver qué?);Q.SEG.MOTIVO;placeholder
seguimiento;accion;¿Qué acción necesita realizar?;False;1;True;8;AVISAR;AVISAR;Avisar;action;free_text;True;selección directa;valida;;;Q.SEG.MOTIVO;placeholder
seguimiento;accion;¿Qué acción necesita realizar?;False;1;True;9;ESPERAR;ESPERAR;Esperar;action;free_text;True;selección directa;valida;;;Q.SEG.MOTIVO;placeholder
seguimiento;accion;¿Qué acción necesita realizar?;False;1;True;10;VOLVER;VOLVER;Volver;action;free_text;True;selección directa;valida;;;Q.SEG.MOTIVO;placeholder
seguimiento;accion;¿Qué acción necesita realizar?;False;1;True;11;ESCRIBIR;ESCRIBIR;Escribir;action;free_text;True;"texto libre «¿Qué otro elemento tienes?»; cancelar no añade";invalida;;salvo firma (composición provisional NOMBRE·ESCRIBIR);Q.SEG.MOTIVO;placeholder
seguimiento;accion;¿Qué acción necesita realizar?;False;1;True;12;AYUDAR;AYUDAR;Ayudar;action;free_text;True;selección directa;valida;;;Q.SEG.MOTIVO;placeholder
seguimiento;accion;¿Qué acción necesita realizar?;False;1;True;13;EXPLICAR;EXPLICAR;Explicar;action;free_text;True;selección directa;valida;;que me expliquen;Q.SEG.MOTIVO;placeholder
seguimiento;institucion_autoridad;¿Con qué autoridad o institución debe coordinar?;False;1;True;1;FISCALIA;FISCALÍA;;institution;institution;True;selección directa + teclado de deletreo/número (_admiteDetalle);valida;;;Q.SEG.AUTORIDAD;spelled
seguimiento;institucion_autoridad;¿Con qué autoridad o institución debe coordinar?;False;1;True;2;JUZGADO;JUZGADO;;institution;institution;True;selección directa + teclado de deletreo/número (_admiteDetalle);valida;;;Q.SEG.AUTORIDAD;spelled
seguimiento;institucion_autoridad;¿Con qué autoridad o institución debe coordinar?;False;1;True;3;ÓRGANO_JUDICIAL;ÓRGANO JUDICIAL;Órgano Judicial;institution;institution;True;selección directa;valida;;;Q.SEG.AUTORIDAD;placeholder
seguimiento;institucion_autoridad;¿Con qué autoridad o institución debe coordinar?;False;1;True;4;POLICÍA;POLICÍA;Policía;institution;institution;True;selección directa;valida;;;Q.SEG.AUTORIDAD;placeholder
seguimiento;institucion_autoridad;¿Con qué autoridad o institución debe coordinar?;False;1;True;5;FELCC;FELCC;;institution;institution;True;selección directa + teclado de deletreo/número (_admiteDetalle);valida;;;Q.SEG.AUTORIDAD;spelled
seguimiento;institucion_autoridad;¿Con qué autoridad o institución debe coordinar?;False;1;True;6;FELCV;FELCV;;institution;institution;True;selección directa + teclado de deletreo/número (_admiteDetalle);valida;;;Q.SEG.AUTORIDAD;spelled
seguimiento;institucion_autoridad;¿Con qué autoridad o institución debe coordinar?;False;1;True;7;SEPDAVI;SEPDAVI;;institution;institution;True;selección directa + teclado de deletreo/número (_admiteDetalle);valida;;;Q.SEG.AUTORIDAD;spelled
seguimiento;institucion_autoridad;¿Con qué autoridad o institución debe coordinar?;False;1;True;8;SEPDEP;SEPDEP;;institution;institution;True;selección directa + teclado de deletreo/número (_admiteDetalle);valida;;;Q.SEG.AUTORIDAD;spelled
seguimiento;institucion_autoridad;¿Con qué autoridad o institución debe coordinar?;False;1;True;9;JUEZ;JUEZ;Juez;institution;institution;True;selección directa;valida;;;Q.SEG.AUTORIDAD;placeholder
seguimiento;institucion_autoridad;¿Con qué autoridad o institución debe coordinar?;False;1;True;10;ABOGADO;ABOGADO;Abogado;service;institution;True;selección directa;mover;Q.SEG.HABLAR_ABOGADO;Q.SEG.HABLAR_ABOGADO;Q.SEG.AUTORIDAD;placeholder
seguimiento;institucion_autoridad;¿Con qué autoridad o institución debe coordinar?;False;1;True;11;INTÉRPRETE;INTÉRPRETE;Intérprete;service;institution;True;selección directa;mover;Q.ACC.INTERPRETE;Q.ACC.INTERPRETE;Q.SEG.AUTORIDAD;placeholder
seguimiento;institucion_autoridad;¿Con qué autoridad o institución debe coordinar?;False;1;True;12;AUTORIDAD;AUTORIDAD;Autoridad;institution;institution;True;selección directa;valida;;;Q.SEG.AUTORIDAD;placeholder
seguimiento;institucion_autoridad;¿Con qué autoridad o institución debe coordinar?;False;1;True;13;OFICINA;OFICINA;Oficina;place;institution;False;selección directa;valida;;;Q.SEG.AUTORIDAD;placeholder
seguimiento;tiempo;¿Para cuándo está programada la actuación?;True;1;True;1;HOY;HOY;Hoy;time;time;True;selección directa;valida;;;Q.SEG.FECHA_PROGRAMADA;placeholder
seguimiento;tiempo;¿Para cuándo está programada la actuación?;True;1;True;2;MAÑANA;MAÑANA;Mañana;time;time;True;selección directa;valida;;;Q.SEG.FECHA_PROGRAMADA;placeholder
seguimiento;tiempo;¿Para cuándo está programada la actuación?;True;1;True;3;PRÓXIMO;PRÓXIMO;Próximo;time;time;True;selección directa;modificador;;PRÓXIMO + SEMANA;Q.SEG.FECHA_PROGRAMADA;placeholder
seguimiento;tiempo;¿Para cuándo está programada la actuación?;True;1;True;4;DÍA;DÍA;Día;time;time;True;selección directa;valida;;editor entero;Q.SEG.FECHA_PROGRAMADA;placeholder
seguimiento;tiempo;¿Para cuándo está programada la actuación?;True;1;True;5;SEMANA;SEMANA;Semana;time;time;True;selección directa;valida;;;Q.SEG.FECHA_PROGRAMADA;placeholder
seguimiento;tiempo;¿Para cuándo está programada la actuación?;True;1;True;6;HORA;HORA;Hora;time;time;True;selección directa;valida;;editor hora;Q.SEG.FECHA_PROGRAMADA;placeholder
seguimiento;tiempo;¿Para cuándo está programada la actuación?;True;1;True;7;FECHA;FECHA;Fecha;time;time;True;selección directa;valida;;editor texto_detalle;Q.SEG.FECHA_PROGRAMADA;placeholder
otro;relato;¿Qué presenció o desea declarar?;False;1;True;1;OBSERVAR;OBSERVAR;Observar;action;free_text;True;selección directa;valida;;;Q.TES.RELATO|I.DECL.AGREGAR_INFORMACION|I.DECL.CORREGIR;placeholder
otro;relato;¿Qué presenció o desea declarar?;False;1;True;2;TESTIGO;TESTIGO;Testigo;participant;free_text;True;selección directa;valida;;«soy testigo»;Q.TES.RELATO|I.DECL.AGREGAR_INFORMACION|I.DECL.CORREGIR;placeholder
otro;relato;¿Qué presenció o desea declarar?;False;1;True;3;TESTIMONIO;TESTIMONIO;Testimonio;document;free_text;True;selección directa;valida;;;Q.TES.RELATO|I.DECL.AGREGAR_INFORMACION|I.DECL.CORREGIR;placeholder
otro;relato;¿Qué presenció o desea declarar?;False;1;True;4;VER;VER;Ver;action;free_text;True;selección directa;valida;;;Q.TES.RELATO|I.DECL.AGREGAR_INFORMACION|I.DECL.CORREGIR;placeholder
otro;relato;¿Qué presenció o desea declarar?;False;1;True;5;TOTAL;TOTAL;Total;action;free_text;True;selección directa;modificador;;;Q.TES.RELATO|I.DECL.AGREGAR_INFORMACION|I.DECL.CORREGIR;placeholder
otro;relato;¿Qué presenció o desea declarar?;False;1;True;6;NARRAR;NARRAR;Narrar;action;free_text;True;selección directa;invalida;;acto de relatar, sin contenido;Q.TES.RELATO|I.DECL.AGREGAR_INFORMACION|I.DECL.CORREGIR;placeholder
