id;glosa;claseLexica;significadoDocumentado;idCorpus;referenciaCorpus;estadoValidacion;rolEnsamblador;funcionSemantica;necesidades;fuenteNecesidad;soloTransversal;camposRespuesta;actosComunicativos;nodosQueLaUsan;representacion;avatar;restriccion;motivoSinUso
g193;BARRIO;sena_lexica;Barrio;M3-T16-14;M3 · Lugares II · p.123;trazada en corpus §12;lugar;lugar;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g194;BOCA;sena_lexica;Boca;M1-T03-12;M1 · Cuerpo humano · p.63;trazada en corpus §12;objeto;objeto;consultas|denuncias|tramites;campo contexts del catálogo;True;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g195;BOLSA;sena_lexica;Bolsa;M3-T09-09;M3 · Cocinar · p.83;trazada en corpus §12;objeto;objeto;denuncias;uso en el grafo;False;object|polarity;question;1;sena_documentada;placeholder;;
g196;BUENO;sena_lexica;Bueno;M2-T01-19;M2 · Opuestos · p.33;trazada en corpus §12;descriptor;descriptor;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g197;CABELLO;sena_lexica;Cabello;M1-T03-14;M1 · Cuerpo humano · p.63;trazada en corpus §12;objeto;objeto;denuncias;uso en el grafo;False;person;question;1;sena_documentada;placeholder;;
g198;CADA_DÍA;sena_lexica;Cada día;M3-T17-18;M3 · Tiempo III · p.129;trazada en corpus §12;tiempo;tiempo;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g199;CHAMARRA;sena_lexica;Chamarra;M4-T12-03;M4 · Ropas II · p.105;trazada en corpus §12;objeto;objeto;denuncias;uso en el grafo;False;person;question;1;sena_documentada;placeholder;;
g200;COCHABAMBA;sena_lexica;Cochabamba;M1-T09-03;M1 · Deptos. de Bolivia · p.89;trazada en corpus §12;lugar;lugar;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g201;COMPRAR;sena_lexica;Comprar;M1-T12-04;M1 · Verbos · p.101;trazada en corpus §12;verboAccion;accion;consultas|denuncias|tramites;campo contexts del catálogo;True;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g202;COMUNIDAD_SORDA;sena_lexica;Comunidad Sorda;M4-T10-20;M4 · Política II · p.89;trazada en corpus §12;personaDesc;participante;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g203;DEVOLVER;sena_lexica;Devolver;M4-T02-26;M4 · Verbos IV · p.39;trazada en corpus §12;verboAccion;accion;consultas|denuncias|tramites;campo contexts del catálogo;True;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g204;DOLOR;sena_lexica;Dolor;M2-T13-17;M2 · Salud sexual y reproductiva · p.91;trazada en corpus §12;urgencia;estado;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g205;DURANTE;sena_lexica;Durante;M3-T17-16;M3 · Tiempo III · p.129;trazada en corpus §12;tiempo;tiempo;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g206;EDAD;sena_lexica;Edad;M4-T06-20;M4 · Personas · p.61;trazada en corpus §12;marcador;marcador;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g207;EMPEZAR;sena_lexica;Empezar;M2-T02-08;M2 · Verbos II · p.41;trazada en corpus §12;verboAccion;accion;consultas|denuncias|tramites;uso en el grafo;False;free_text|polarity;question|statement;2;sena_documentada;placeholder;;
g208;ESCAPAR;sena_lexica;Escapar;M4-T02-23;M4 · Verbos IV · p.39;trazada en corpus §12;verboAgresion;accion;denuncias;uso en el grafo;False;polarity;question;1;sena_documentada;placeholder;Es un hecho propio, no un calificador de robo. Seleccionarla sola no autoriza a redactar una denuncia de robo.;
g209;ESCUELA;sena_lexica;Escuela;M1-T05-06;M1 · Lugares · p.71;trazada en corpus §12;lugar;lugar;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g210;FRACTURA;sena_lexica;Fractura;M4-T03-11;M4 · Salud II · p.45;trazada en corpus §12;urgencia;estado;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g211;FUTURO;sena_lexica;Futuro;M2-T05-07;M2 · Tiempo II · p.53;trazada en corpus §12;tiempo;tiempo;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g212;GORRA;sena_lexica;Gorra;M4-T12-08;M4 · Ropas II · p.105;trazada en corpus §12;objeto;objeto;denuncias;uso en el grafo;False;polarity;question;1;sena_documentada;placeholder;;
g213;HASTA_LUEGO;sena_lexica;Hasta luego;M2-T05-10;M2 · Tiempo II · p.53;trazada en corpus §12;marcador;marcador;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g214;HASTA_MAÑANA;sena_lexica;Hasta mañana;M2-T05-11;M2 · Tiempo II · p.53;trazada en corpus §12;marcador;marcador;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g215;HIJO;sena_lexica;Hijo;M1-T02-10;M1 · Familia · p.59;trazada en corpus §12;personaDesc;participante;denuncias;uso en el grafo;False;person|polarity;question;1;sena_documentada;placeholder;;
g216;JEFE;sena_lexica;Jefe;M2-T10-07;M2 · Trabajo · p.79;trazada en corpus §12;personaDesc;participante;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g217;LLAMAR;sena_lexica;Llamar;M3-T01-10;M3 · Diálogo · p.37;trazada en corpus §12;verboAccion;accion;consultas|denuncias|tramites;campo contexts del catálogo;True;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g218;MIRAR;sena_lexica;Ver;M2-T02-18;M2 · Verbos II · p.41;trazada en corpus §12;verboAccion;accion;consultas|denuncias|tramites;campo contexts del catálogo;True;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g219;PELEAR;sena_lexica;Pelear;M4-T02-10;M4 · Verbos IV · p.39;trazada en corpus §12;verboAgresion;accion;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g220;POLERA;sena_lexica;Polera;M2-T06-14;M2 · Prendas de vestir · p.57;trazada en corpus §12;objeto;objeto;denuncias;uso en el grafo;False;person;question;1;sena_documentada;placeholder;;
g221;PREOCUPAR;sena_lexica;Preocupar;M4-T02-11;M4 · Verbos IV · p.39;trazada en corpus §12;emocion;estado;consultas|denuncias|tramites;campo contexts del catálogo;True;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g222;REUNIÓN;sena_lexica;Reunión;M4-T10-13;M4 · Política II · p.89;trazada en corpus §12;verboAccion;accion;consultas|tramites;uso en el grafo;False;polarity;question;1;sena_documentada;placeholder;;
g223;ROJO;sena_lexica;Rojo;M1-T07-01;M1 · Colores · p.81;trazada en corpus §12;descriptor;descriptor;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g224;SEPARADOS;sena_lexica;Separados;M3-T11-12;M3 · Estado Civil · p.95;trazada en corpus §12;personaDesc;participante;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g225;SIEMPRE;sena_lexica;Siempre;M3-T17-07;M3 · Tiempo III · p.129;trazada en corpus §12;tiempo;tiempo;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g226;URGENTE;sena_lexica;Urgente;M3-T17-13;M3 · Tiempo III · p.129;trazada en corpus §12;urgencia;estado;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g227;VARIOS;sena_lexica;Algunos;M4-T17-06;M4 · Escuela II · p.129;trazada en corpus §12;sujeto;participante;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g228;VENDER;sena_lexica;Vender;M1-T12-05;M1 · Verbos · p.101;trazada en corpus §12;verboAccion;accion;consultas|denuncias|tramites;campo contexts del catálogo;True;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g229;ÚLTIMO;sena_lexica;Último;M3-T17-09;M3 · Tiempo III · p.129;trazada en corpus §12;tiempo;tiempo;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g230;ABRIR;sena_lexica;Abrir;M1-T12-07;M1 · Verbos · p.101;trazada en corpus §12;verboAccion;accion;consultas|denuncias|tramites;campo contexts del catálogo;True;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g231;ADULTO;sena_lexica;Adulto;M2-T08-19;M2 · Familia II · p.67;trazada en corpus §12;personaDesc;participante;denuncias;uso en el grafo;False;polarity;question;1;sena_documentada;placeholder;;
g232;ALCALDÍA;sena_lexica;Alcaldía;M3-T02-07;M3 · Política I · p.43;trazada en corpus §12;institucion;institucion;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g233;AÑO;sena_lexica;Año;M1-T15-04;M1 · Tiempo · p.117;trazada en corpus §12;tiempo;tiempo;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g234;AÑO_PASADO;sena_lexica;Año pasado;M2-T05-09;M2 · Tiempo II · p.53;trazada en corpus §12;tiempo;tiempo;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g235;BAJO;sena_lexica;Bajo;M2-T01-02;M2 · Opuestos · p.33;trazada en corpus §12;rasgo;descriptor;denuncias;uso en el grafo;False;polarity;question;1;sena_documentada;placeholder;;
g236;BUENOS_DÍAS;sena_lexica;Buenos días;M1-T01-04;M1 · Saludos · p.55;trazada en corpus §12;marcador;marcador;consultas|denuncias|tramites;campo contexts del catálogo;True;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g237;BURLAR;sena_lexica;Burlar;M4-T09-06;M4 · Diálogo II · p.83;trazada en corpus §12;verboAccion;accion;consultas|denuncias|tramites;campo contexts del catálogo;True;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g238;CARO;sena_lexica;Caro;M2-T01-28;M2 · Opuestos · p.33;trazada en corpus §12;descriptor;descriptor;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g239;CONFIANZA;sena_lexica;Confianza;M4-T11-11;M4 · General II · p.99;trazada en corpus §12;emocion;estado;consultas|denuncias|tramites;campo contexts del catálogo;True;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g240;CONTINUAR;sena_lexica;Continuar;M3-T14-15;M3 · General I · p.111;trazada en corpus §12;verboAccion;accion;consultas|denuncias|tramites;uso en el grafo;False;free_text|polarity;question|statement;2;sena_documentada;placeholder;;
g241;CORTO;sena_lexica;Corto;M4-T04-28;M4 · Opuestos II · p.51;trazada en corpus §12;descriptor;descriptor;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g242;CURAR;sena_lexica;Curar;M3-T03-21;M3 · Salud · p.49;trazada en corpus §12;verboAccion;accion;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g243;DE_NADA;sena_lexica;De nada;M4-T11-27;M4 · General II · p.99;trazada en corpus §12;marcador;marcador;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g244;DEJAR;sena_lexica;Dejar;M4-T11-23;M4 · General II · p.99;trazada en corpus §12;verboAccion;accion;consultas|denuncias|tramites;campo contexts del catálogo;True;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g245;DESCANSO;sena_lexica;Descanso;M3-T17-05;M3 · Tiempo III · p.129;trazada en corpus §12;tiempo;tiempo;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g246;DIFERENTE;sena_lexica;Diferente;M3-T14-02;M3 · General I · p.111;trazada en corpus §12;descriptor;descriptor;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g247;DIFÍCIL;sena_lexica;Difícil;M3-T12-08;M3 · Opuestos II · p.101;trazada en corpus §12;descriptor;descriptor;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g248;DISCRIMINACIÓN;sena_lexica;Discriminación;M4-T10-42;M4 · Política II · p.89;trazada en corpus §12;documento;evidencia;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g249;DORMIR;sena_lexica;Dormir;M1-T12-21;M1 · Verbos · p.101;trazada en corpus §12;verboAccion;accion;consultas|denuncias|tramites;campo contexts del catálogo;True;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g250;ENFRENTE;sena_lexica;Enfrente;M2-T20-07;M2 · Adverbios de lugar · p.119;trazada en corpus §12;lugar;lugar;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g251;ESCUELA_NOCTURNA;sena_lexica;Escuela nocturna;M2-T15-03;M2 · Educación · p.99;trazada en corpus §12;lugar;lugar;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g252;ESPOSA;sena_lexica;Esposa;M1-T02-06;M1 · Familia · p.59;trazada en corpus §12;personaDesc;participante;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g253;EVALUAR;sena_lexica;Evaluar;M4-T02-06;M4 · Verbos IV · p.39;trazada en corpus §12;verboAccion;accion;consultas|denuncias|tramites;campo contexts del catálogo;True;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g254;FUERA;sena_lexica;Fuera;M2-T20-04;M2 · Adverbios de lugar · p.119;trazada en corpus §12;lugar;lugar;denuncias;uso en el grafo;False;place|polarity;question;1;sena_documentada;placeholder;;
g255;GANAR_DINERO;sena_lexica;Ganar dinero;M3-T01-14;M3 · Diálogo · p.37;trazada en corpus §12;verboAccion;accion;consultas|denuncias|tramites;campo contexts del catálogo;True;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g256;GOBIERNO;sena_lexica;Gobierno;M3-T02-08;M3 · Política I · p.43;trazada en corpus §12;institucion;institucion;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g257;GORDO;sena_lexica;Gordo;M2-T01-07;M2 · Opuestos · p.33;trazada en corpus §12;rasgo;descriptor;denuncias;uso en el grafo;False;polarity;question;1;sena_documentada;placeholder;;
g258;GRITAR;sena_lexica;Gritar;M4-T02-24;M4 · Verbos IV · p.39;trazada en corpus §12;verboAccion;accion;consultas|denuncias|tramites;campo contexts del catálogo;True;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g259;HOLA;sena_lexica;Hola;M1-T01-01;M1 · Saludos · p.55;trazada en corpus §12;marcador;marcador;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;sena_documentada;baked;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g260;HUESOS;sena_lexica;Huesos;M4-T03-09;M4 · Salud II · p.45;trazada en corpus §12;urgencia;estado;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g261;IGNORAR;sena_lexica;Ignorar;M4-T09-05;M4 · Diálogo II · p.83;trazada en corpus §12;verboAccion;accion;consultas|denuncias|tramites;campo contexts del catálogo;True;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g262;JULIO;sena_lexica;Julio;M1-T16-07;M1 · Calendario · p.121;trazada en corpus §12;tiempo;tiempo;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g263;LENTES;sena_lexica;Lentes;M4-T14-02;M4 · Sustantivos IV · p.113;trazada en corpus §12;objeto;objeto;denuncias;uso en el grafo;False;polarity;question;1;sena_documentada;placeholder;;
g264;LIBRE;sena_lexica;Libre;M3-T17-11;M3 · Tiempo III · p.129;trazada en corpus §12;tiempo;tiempo;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g265;LISTA;sena_lexica;Lista;M3-T08-07;M3 · Escuela · p.77;trazada en corpus §12;documento;evidencia;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g266;LLEGAR;sena_lexica;Llegar;M2-T02-23;M2 · Verbos II · p.41;trazada en corpus §12;verboAccion;accion;consultas|denuncias|tramites;campo contexts del catálogo;True;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g267;LO_SIENTO;sena_lexica;Lo siento;M1-T01-18;M1 · Saludos · p.55;trazada en corpus §12;marcador;marcador;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g268;LUEGO;sena_lexica;Luego;M2-T05-04;M2 · Tiempo II · p.53;trazada en corpus §12;tiempo;tiempo;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
g269;LUNES;sena_lexica;Lunes;M1-T17-01;M1 · Días de la semana · p.127;trazada en corpus §12;tiempo;tiempo;consultas|denuncias|tramites;campo contexts del catálogo;False;;;0;sena_documentada;placeholder;;"Documentada en el corpus §12 pero ningún ejemplo de los bancos 6/7/8 la utiliza. Se conserva en el catálogo y queda disponible por categoría y buscador; no se le asigna una necesidad sin uso que lo respalde."
